序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
115,301308,江波龙,1218948493.6,1345301164.73,5893165429.16,13679845767.45,52.6127449812,1147410970.0,,7230441473.88,210.9853599368,52.8547002415,6449404293.57,2025-05-30
